Subject	SelectionOrderAtt	ImId	correctVariant(s)	FixationFrequencyPerChoiceInterval	FixationStart	TimeToFirstSelectionAtt
1036 CTE	0	6	incorrect	"1,2,2,-1,"	"1450.47,1451.83,1454.53,1456.93,1468.4,"	-1
1036 CTE	2	7	correct	"-1,-1,6,-1,"	"1470.77,1472.67,1475.4,1477.87,1479.2,1479.37,"	-1
1036 CTE	0	1	MasterImage	"23,-1,-1,9,24,-1,"	"1484.77,1485.1,1486.13,1488.03,1488.43,1489,1489.53,1491.07,1491.3,1495.43,1495.67,1497.83,1501.73,1501.93,1502.17,1504.47,1504.63,1504.97,1515.43,1518.07,1518.27,1518.43,1520.77,1541.7,1541.87,1548.37,1551.83,1552.03,1556.8,1558.43,1558.6,1561.1,1580.33,1581.17,1583.37,1584.17,1584.5,1585.97,1589.2,1590.77,1593.03,1595.17,1595.57,1596.43,1600.13,1600.53,1602.3,1602.47,1602.7,1602.93,1604.8,1606.3,1606.63,1611.3,1620.6,1620.8,"	-1
1036 CTE	0	2	incorrect	"8,-1,-1,5,3,-1,"	"1490.2,1492.03,1494.03,1494.23,1497.27,1499.43,1521.47,1522.57,1542.77,1543.1,1547.5,1548,1551.53,1601.5,1604.13,1612.2,"	-1
1036 CTE	0	3	incorrect	"8,-1,-1,4,21,-1,"	"1484.53,1487.1,1492.6,1496.3,1498.33,1510.83,1519.6,1520.57,1545,1546.77,1549.03,1550.8,1582.8,1583.13,1588.5,1589.47,1589.67,1591.5,1591.83,1593.83,1594.77,1598.07,1598.53,1599.47,1599.77,1600.83,1603.33,1603.77,1605.5,1610.73,1610.9,1615.03,1618.67,"	-1
1036 CTE	2	4	incorrect	"2,-1,-1,10,8,-1,"	"1493.4,1505.67,1552.83,1553,1554.4,1554.63,1555.77,1558.9,1559.1,1559.33,1562.3,1563.2,1577.33,1577.7,1578.03,1579.4,1579.6,1582.23,1587.77,1619.17,"	-1
1036 CTE	3	5	correct	"1,-1,2,2,8,-1,"	"1499.1,1538.4,1538.6,1539.97,1540.13,1607.9,1608.7,1609.6,1613.67,1620.1,1620.33,1621.27,1622.23,"	-1
1036 CTE	1	6	incorrect	"11,-1,3,4,6,-1,"	"1498.7,1501.2,1502.7,1510.2,1510.37,1517.27,1519.77,1520.1,1525.5,1525.87,1527.4,1536.3,1536.77,1539.03,1565.73,1571.27,1572.7,1574.07,1576.5,1579.1,1598.7,1599,1615.67,1616.5,"	47.9334
1036 CTE	0	7	incorrect	"3,-1,-1,1,2,-1,"	"1503.47,1506.67,1509.1,1553.63,1578.37,1619.43,"	-1
1036 CTE	0	1	MasterImage	"14,21,-1,-1,6,16,-1,"	"1630.43,1633.87,1634.97,1636.17,1637.5,1637.7,1639.63,1644.73,1650.07,1652.37,1652.63,1657.7,1657.87,1659.03,1684.67,1684.83,1687.8,1689.1,1691.73,1692,1694.87,1695.03,1695.4,1697.27,1698.47,1709.77,1712,1714.6,1715.53,1717.47,1718.57,1723.23,1724.43,1725.47,1726.07,1746.63,1747.17,1749.63,1753.4,1756.53,1756.87,1770.83,1772.03,1775.93,1776.87,1777.2,1777.47,1778.33,1778.5,1779.03,1782.4,1782.87,1783.2,1783.67,1784.33,1804,1804.23,"	-1
1036 CTE	5	2	correct	"5,-1,-1,-1,-1,19,-1,"	"1635.2,1636.73,1636.93,1637.3,1641.53,1791.37,1792.17,1792.5,1792.83,1793.17,1793.33,1793.57,1794.13,1798.57,1801.73,1802.13,1802.37,1803.57,1805.03,1805.2,1805.37,1806.37,1806.67,1807.13,"	-1
1036 CTE	2	3	incorrect	"6,27,3,-1,4,4,-1,"	"1630.23,1635.87,1638.63,1639.43,1640.8,1642.07,1686.07,1687,1687.53,1688.4,1688.73,1690.3,1691.23,1692.8,1693.63,1697.03,1699.13,1699.87,1709,1710.67,1711.47,1712.73,1714.1,1716.1,1716.77,1719.03,1719.9,1720.7,1721.53,1723.7,1727.07,1728.07,1729.93,1738.93,1739.17,1739.87,1745.77,1746.03,1746.23,1752.63,1770.57,1775.73,1780.57,1786.97,"	-1
1036 CTE	1	4	incorrect	"13,6,-1,-1,8,6,-1,"	"1642.67,1643.53,1644.43,1645.93,1646.77,1653.93,1656.67,1659.27,1660.67,1660.93,1661.23,1669.63,1670,1680.17,1680.37,1681.4,1683.73,1684.47,1700.23,1754,1754.93,1755.27,1757.33,1757.8,1758.03,1760.93,1761.3,1763.5,1764.03,1764.33,1767.1,1768.13,1768.73,"	49.5666
1036 CTE	3	5	incorrect	"5,3,1,-1,-1,4,-1,"	"1648.63,1649.1,1651.4,1651.8,1652.03,1702.17,1732.73,1732.97,1741.03,1791.03,1791.8,1795.03,1807.5,"	-1
1036 CTE	4	6	incorrect	"11,13,1,1,2,6,-1,"	"1628.87,1629.6,1630,1647.13,1647.57,1653.2,1662.97,1670.33,1672.47,1676.87,1677.4,1693.9,1694.2,1695.77,1696.1,1696.77,1699.4,1705.87,1706.47,1706.73,1707.17,1707.4,1707.77,1708.6,1738.23,1741.9,1745.27,1759.23,1769.07,1773.1,1774.77,1781.3,1781.77,1785.77,"	-1
1036 CTE	0	7	incorrect	"3,6,-1,-1,4,4,-1,"	"1653.4,1660,1669.47,1680.87,1681.13,1682.67,1683.57,1700.77,1701.27,1758.83,1759.67,1760.73,1762.37,1763.2,1766.5,1789.43,1789.97,"	-1
1036 CTE	0	1	MasterImage	"13,6,-1,"	"1815.77,1817.93,1818.23,1823.87,1827.6,1827.87,1830.53,1832.33,1833.2,1835.23,1835.53,1835.83,1838.13,1862.03,1862.9,1865.5,1865.77,1868.47,1868.73,"	-1
1036 CTE	0	2	incorrect	"4,-1,-1,"	"1814.87,1829.2,1829.73,1830.03,"	-1
1036 CTE	0	3	incorrect	"5,2,-1,"	"1814.63,1817,1825.57,1826.57,1828.57,1861.8,1864.57,"	-1
1036 CTE	0	4	incorrect	"1,-1,-1,"	"1822.67,"	-1
1036 CTE	1	5	incorrect	"11,-1,-1,"	"1809.97,1811.3,1831.37,1831.53,1834,1836.13,1836.37,1840.2,1840.47,1841.47,1841.77,"	35.9
1036 CTE	2	6	correct	"7,14,-1,"	"1810.7,1810.97,1814.27,1832.87,1838.83,1842.57,1843.03,1847.9,1849.9,1850.1,1854.1,1854.47,1856.17,1860.9,1863.53,1864.87,1867.03,1869.77,1871.93,1872.8,1873.23,"	-1
1036 CTE	0	7	incorrect	"1,5,-1,"	"1811.57,1855.8,1872.27,1874.17,1874.5,1875.97,"	-1
1036 CTE	0	1	MasterImage	"-1,22,4,-1,26,-1,"	"1881.43,1881.6,1883.63,1886.73,1886.9,1887.53,1887.73,1888.33,1888.97,1889.2,1890.23,1895.9,1896.33,1902.77,1905,1907.8,1907.97,1909.43,1912.1,1912.4,1912.77,1913.1,1935.83,1945.23,1948.43,1953.63,1967.2,1967.63,1971.17,1974.47,1974.77,1975.43,1977.03,1977.2,1982.87,1985.13,1985.3,1988,1988.2,1991.13,2001,2001.27,2008.3,2017.17,2017.5,2019.67,2022.37,2022.57,2028.73,2029.4,2031.83,2036.9,"	-1
1036 CTE	2	2	incorrect	"-1,3,13,-1,16,-1,"	"1882.7,1892.43,1892.6,1946.2,1946.43,1949.5,1950.23,1950.9,1951.3,1951.53,1953.07,1955.5,1956.73,1957.1,1958.83,1959.07,1964.93,1966.97,1970.17,1978.13,1990.53,1992.03,1992.63,2004.97,2005.53,2006.67,2007.07,2007.5,2008.1,2009.37,2022.03,2023.07,"	-1
1036 CTE	3	3	correct	"-1,19,21,-1,22,-1,"	"1880.87,1882.37,1889.7,1891.23,1893.4,1893.57,1894.47,1895.37,1897.27,1902.6,1907.2,1908.63,1908.9,1910.57,1911.5,1913.73,1914.5,1915,1916.2,1922.17,1925.17,1925.67,1926,1927.07,1931.53,1931.83,1934.3,1934.57,1936.6,1937,1937.23,1937.57,1942.33,1942.83,1943.83,1944.63,1944.83,1945.4,1948.07,1954.53,1972.43,1972.67,1976.57,1987.77,1990,2004.4,2012.83,2017.83,2019.47,2023.77,2026,2026.67,2027.3,2029.77,2030.13,2031.43,2032.47,2034.03,2034.27,2035.87,2036.13,2037.8,"	-1
1036 CTE	0	4	incorrect	"-1,4,1,-1,11,-1,"	"1897.8,1898.73,1899.63,1911.2,1919.5,1973.03,1973.33,1973.67,1975.87,1998.53,1999.07,1999.4,1999.93,2003.83,2014.43,2015.63,"	-1
1036 CTE	0	5	incorrect	"-1,-1,4,-1,10,-1,"	"1951.77,1952.77,1959.4,1959.73,1979.47,1988.53,1988.83,1989.27,1989.63,2006.13,2020.33,2020.53,2021.47,2038.83,"	-1
1036 CTE	1	6	incorrect	"-1,8,14,-1,14,-1,"	"1880.7,1884.67,1885.2,1886.23,1886.47,1891.53,1891.83,1902.43,1918.1,1920.1,1920.4,1921.3,1921.5,1922.47,1924.17,1924.43,1924.93,1932.53,1933.1,1933.6,1941.97,1944.33,1963.57,1963.83,1980.03,1981.5,1982.03,1986.07,1986.27,1986.6,1987.17,2011.4,2011.8,2018.03,2018.67,2019.17,"	1.6
1036 CTE	0	7	incorrect	"1,6,4,2,9,-1,"	"1878.77,1883.93,1884.1,1885.47,1900.83,1901.83,1917.43,1918.8,1919.03,1919.27,1923.03,1963,1963.17,1964.03,1980.6,1980.97,1982.53,1983.6,1983.93,1984.5,2016.27,2016.93,"	-1
1036 CTE	0	1	MasterImage	"13,8,21,-1,"	"2051.57,2054.37,2058.97,2062.27,2066,2073.57,2078.1,2078.37,2085.47,2085.73,2086.43,2091.6,2093.27,2105.73,2106.1,2107.87,2110.9,2112.53,2112.83,2120.4,2120.63,2139.77,2141.93,2145.17,2148.27,2153.23,2155.73,2156.1,2156.8,2158.97,2159.2,2165.37,2167.57,2167.8,2177.93,2184.93,2185.3,2190.47,2194.67,2195.17,2198.1,2198.3,"	-1
1036 CTE	0	2	incorrect	"14,-1,9,-1,"	"2059.93,2060.1,2061.3,2063.43,2069.4,2070.1,2070.53,2070.9,2072.23,2072.93,2078.8,2086.7,2087.1,2087.6,2140.3,2143.63,2143.97,2146.2,2146.5,2147.2,2147.5,2149.33,2149.57,"	-1
1036 CTE	1	3	incorrect	"10,8,15,-1,"	"2058.13,2064,2065.63,2077.33,2088.1,2089.2,2090.83,2092.23,2095.4,2097.87,2102.4,2102.93,2107.53,2108.7,2110.7,2114.33,2115.03,2117.63,2139.43,2141.73,2150.57,2160.87,2161.93,2168.3,2168.67,2172.03,2172.63,2174.33,2179.8,2182.7,2190.27,2194.47,2197.9,"	59.0667
1036 CTE	0	4	incorrect	"3,8,8,-1,"	"2064.37,2064.63,2067.57,2103.4,2103.57,2105.2,2106.53,2106.77,2109.7,2111.77,2111.97,2151.13,2157.23,2158.33,2160.07,2161.43,2161.7,2171.83,2196.5,"	-1
1036 CTE	0	5	incorrect	"5,-1,6,-1,"	"2041.5,2068.5,2068.73,2069.9,2098.4,2129.97,2131.97,2132.7,2134.1,2134.3,2152.47,"	-1
1036 CTE	2	6	incorrect	"4,8,12,-1,"	"2041.83,2074.7,2077.53,2085.07,2102.23,2113.53,2114,2118.9,2121.77,2122,2124.2,2125.13,2131,2133,2139.2,2150.17,2152.03,2174.9,2177.1,2178.63,2178.8,2183.93,2185.93,2189.9,"	-1
1036 CTE	3	7	correct	"1,2,12,-1,"	"2079.83,2125.63,2125.83,2130.4,2151.53,2187.13,2188.13,2188.43,2192.57,2193.67,2196.73,2196.97,2198.93,2199.13,2200.97,"	-1
1036 CTE	0	1	MasterImage	"-1,-1,15,-1,"	"2211.53,2213.2,2213.43,2214.1,2214.3,2227.2,2227.4,2230.97,2235.83,2237.6,2238.23,2241.47,2242.8,2265.67,2269.13,"	-1
1036 CTE	0	2	incorrect	"-1,-1,1,-1,"	"2213.83,"	-1
1036 CTE	0	3	incorrect	"-1,1,6,-1,"	"2207.67,2209.73,2228.33,2232.27,2233.2,2233.5,2238.53,"	-1
1036 CTE	2	4	correct	"-1,-1,27,-1,"	"2224.2,2225,2230.13,2230.43,2239.17,2239.4,2239.87,2240.43,2241,2243.13,2248.03,2253.5,2256.17,2257.53,2258.13,2261.13,2262.23,2263.43,2263.6,2264.63,2265.43,2267.9,2268.07,2268.47,2270.07,2270.3,2278.93,"	-1
1036 CTE	0	5	incorrect	"-1,-1,-1,-1,"	-1	-1
1036 CTE	0	6	incorrect	"-1,-1,5,-1,"	"2209.47,2219.3,2228.83,2232.57,2284.03,"	-1
1036 CTE	1	7	incorrect	"1,5,9,-1,"	"2203.53,2205.93,2206.9,2207.07,2207.3,2208.13,2211.03,2212.03,2225.8,2226.03,2226.37,2228,2259.77,2260.17,2264,"	1.6
1036 CTE	0	1	MasterImage	"35,-1,"	"2290.57,2290.8,2291.6,2292.1,2294.2,2295.2,2296.97,2297.17,2300.37,2302.53,2306.2,2308.63,2310.8,2311.33,2317.47,2318.2,2321.17,2321.33,2330.73,2330.93,2350.43,2350.63,2350.93,2351.2,2352.13,2352.9,2353.57,2354.5,2355.03,2363.13,2376.6,2378.57,2378.8,2381.33,2381.5,"	-1
1036 CTE	0	2	incorrect	"6,-1,"	"2305.03,2305.23,2306.9,2307.1,2354.1,2362.8,"	-1
1036 CTE	0	3	incorrect	"22,-1,"	"2289.07,2290.23,2294.47,2294.77,2304.47,2308.17,2309.33,2310.43,2311.63,2313.37,2314.53,2317.03,2317.27,2318.43,2324.33,2325.63,2353.8,2355.3,2355.5,2357.67,2362.13,2363.73,"	-1
1036 CTE	0	4	incorrect	"13,-1,"	"2296,2296.27,2297.87,2298.37,2298.67,2301.43,2301.87,2303.93,2304.1,2339.37,2366.83,2367.1,2367.43,"	-1
1036 CTE	1	5	correct	"37,-1,"	"2315.17,2315.73,2316.17,2319.7,2320.13,2320.83,2322.3,2322.77,2323.53,2330.27,2337.43,2337.8,2337.97,2338.37,2342.33,2343.6,2343.93,2346.2,2346.43,2349.07,2349.63,2357.17,2365.43,2366.33,2375.47,2375.87,2376.37,2377.13,2377.57,2377.8,2380.2,2380.6,2382.1,2382.3,2383.23,2385.23,2385.87,"	101.333
1036 CTE	0	6	incorrect	"20,-1,"	"2288.4,2326.57,2327.6,2328.7,2329.33,2332.53,2336.1,2340.43,2341.13,2341.67,2344.9,2346.87,2347.13,2348.63,2350.03,2355.7,2363.93,2374.1,2374.27,2389.1,"	-1
1036 CTE	0	7	incorrect	"7,-1,"	"2333.43,2333.9,2334.67,2345.53,2347.9,2356.13,2356.47,"	-1
1036 CTE	0	1	MasterImage	"-1,-1,28,-1,3,6,-1,"	"2397.03,2399.5,2400.43,2411.53,2417.23,2423.43,2427.9,2431.03,2433.8,2441.5,2442.27,2443.67,2443.87,2444.17,2445.83,2447.87,2450.73,2450.97,2451.47,2454.13,2454.37,2458.77,2463.73,2464.97,2470.1,2470.43,2472.23,2474.6,2498.3,2503.8,2504.77,2515.57,2522,2530.13,2533.33,2533.77,2534.73,"	-1
1036 CTE	4	2	correct	"-1,-1,25,-1,-1,12,-1,"	"2397.3,2397.83,2400.2,2406.47,2406.8,2418.07,2418.8,2419.07,2419.43,2421.97,2422.23,2424.8,2425.17,2425.63,2430.53,2473.77,2474.93,2475.5,2475.77,2476.17,2476.53,2476.8,2479.3,2479.47,2481.87,2526.3,2526.53,2531.23,2531.97,2532.23,2534.07,2535.3,2535.83,2541.33,2541.67,2541.83,2542.6,"	-1
1036 CTE	2	3	incorrect	"-1,-1,17,-1,3,9,-1,"	"2396.87,2398.6,2398.93,2402.43,2414.13,2417,2421.37,2429.5,2432.87,2433.2,2434.9,2435.37,2435.9,2439.2,2441.07,2474.3,2481.43,2493.77,2503.57,2506.3,2519.73,2520.1,2520.9,2521.7,2522.8,2524.3,2526.03,2526.8,2527,"	-1
1036 CTE	0	4	incorrect	"-1,-1,33,-1,7,5,-1,"	"2436.6,2436.83,2437.07,2437.23,2437.5,2438.5,2438.9,2439.83,2440,2442.53,2442.77,2443.13,2443.3,2444.6,2445,2457.37,2458.07,2459.47,2459.93,2460.27,2461.07,2461.4,2463.47,2465.73,2466.03,2468.17,2468.4,2470.83,2471.03,2471.5,2471.7,2473.23,2473.4,2493.53,2494.17,2495,2495.2,2497.23,2497.5,2497.87,2527.27,2527.63,2528.57,2529.37,2540.97,"	-1
1036 CTE	1	5	incorrect	"-1,-1,8,1,2,9,-1,"	"2417.57,2417.83,2446.23,2446.83,2447.3,2474.03,2482.8,2483,2487.67,2488.83,2491.53,2525.7,2531.03,2536.07,2536.33,2536.87,2537.37,2537.8,2545.6,2546.6,"	1.5666
1036 CTE	3	6	incorrect	"1,-1,15,1,13,6,-1,"	"2390.37,2393.67,2393.9,2394.8,2395.03,2395.4,2395.7,2414.4,2414.8,2415.9,2416.4,2420.07,2448.5,2449.27,2451.93,2467.7,2487.3,2491.97,2492.77,2492.93,2495.77,2499.03,2499.97,2500.47,2501.1,2502.9,2505.1,2505.8,2506,2506.77,2513.83,2514.1,2514.77,2516.7,2538.63,2539.73,"	-1
1036 CTE	0	7	incorrect	"-1,-1,1,-1,2,10,-1,"	"2452.83,2507.13,2507.8,2512.33,2513,2523.93,2527.9,2528.13,2528.3,2538.97,2539.23,2540,2540.17,"	-1
1036 CTE	0	1	MasterImage	"14,2,-1,"	"2560.63,2563.67,2565.87,2569.53,2569.77,2572,2573.8,2576.17,2579.4,2579.73,2579.97,2581.47,2581.93,2582.27,2599.03,2599.2,"	-1
1036 CTE	0	2	incorrect	"1,1,-1,"	"2559.93,2602.03,"	-1
1036 CTE	0	3	incorrect	"7,-1,-1,"	"2549.7,2561.6,2561.8,2564.33,2564.6,2565.23,2568.6,"	-1
1036 CTE	0	4	incorrect	"6,-1,-1,"	"2570.87,2571.07,2571.5,2572.57,2572.9,2573.2,"	-1
1036 CTE	1	5	incorrect	"8,2,-1,"	"2549.47,2578.63,2580.33,2580.5,2583.6,2583.87,2585.03,2587.5,2600.67,2601.6,"	42.6
1036 CTE	2	6	correct	"5,7,-1,"	"2574.3,2576.77,2577,2577.33,2589.83,2592.57,2592.73,2593,2597.57,2597.83,2598.43,2607.43,"	-1
1036 CTE	0	7	incorrect	"5,-1,-1,"	"2574.6,2574.77,2575.13,2575.3,2575.67,"	-1
1036 CTE	0	1	MasterImage	"13,6,-1,5,5,10,-1,-1,"	"2618.83,2623.1,2626.57,2627.67,2630.93,2634.37,2634.8,2636.63,2641.33,2645.47,2648.67,2649.57,2652.03,2685.37,2686.73,2687.37,2688.47,2693.47,2704.03,2735.97,2736.93,2742.53,2744.7,2757.77,2791.2,2791.63,2793.2,2793.47,2794.87,2803.8,2812.97,2815.2,2818.97,2819.87,2831.37,2831.67,2833.17,2837.93,2843.4,"	-1
1036 CTE	0	2	incorrect	"4,8,-1,5,-1,6,-1,-1,"	"2632.9,2636.27,2637.37,2637.63,2682.2,2689.37,2689.7,2692.53,2705.9,2707.47,2709.67,2710,2731.47,2732.6,2732.87,2734.53,2777.37,2798.8,2805.43,2807.57,2823.77,2839.23,2839.5,"	-1
1036 CTE	0	3	incorrect	"3,5,-1,8,7,9,1,-1,"	"2632.07,2638.47,2639.27,2676.3,2677.13,2684.9,2685.17,2690.3,2739.1,2745.33,2749.17,2749.47,2757.1,2760.37,2762.27,2774.93,2786.83,2789.6,2790.03,2791.97,2792.93,2795.2,2795.53,2808,2808.53,2809.67,2812.53,2821.77,2823,2828.7,2836.77,2840.13,2857.87,"	-1
1036 CTE	1	4	incorrect	"23,1,-1,1,-1,7,6,-1,"	"2616.33,2616.6,2617.1,2622.73,2625.8,2628.07,2628.3,2639.67,2639.97,2640.93,2642.93,2643.7,2646.87,2647.03,2647.53,2648.07,2650,2652.67,2653.33,2653.7,2653.87,2662.43,2662.63,2690.9,2775.87,2822.3,2840.57,2842.57,2844.73,2847.43,2849.47,2849.83,2851.6,2851.8,2852.07,2852.47,2852.67,2852.93,"	56.2
1036 CTE	2	5	incorrect	"2,10,-1,6,-1,6,-1,-1,"	"2633.3,2635.5,2680.37,2681.13,2683.93,2684.2,2692.73,2692.9,2703.2,2706.1,2709.03,2709.37,2731.27,2732.03,2732.23,2733.77,2734.1,2777.07,2798.57,2799.07,2801.73,2802.4,2803.07,2824.6,"	-1
1036 CTE	3	6	incorrect	"8,8,1,9,8,11,5,-1,"	"2614.8,2617.37,2618.23,2629.57,2663.97,2664.53,2665.33,2665.97,2677.87,2679.2,2679.47,2691.97,2710.3,2710.73,2713.97,2722.53,2725.4,2728.93,2735.53,2743.53,2743.87,2774.17,2776.8,2777.93,2780.27,2781.07,2784.7,2784.93,2785.4,2786.43,2789.23,2792.4,2795.9,2796.83,2808.87,2810.03,2810.4,2820.8,2821.13,2825.6,2825.87,2826.77,2827.43,2828.97,2851.03,2853.3,2855.23,2855.9,2856.4,2863.53,"	-1
1036 CTE	4	7	correct	"3,1,-1,2,1,10,3,1,"	"2628.53,2629.07,2662.23,2670.37,2776.27,2781.63,2797.6,2826.13,2826.5,2829.87,2830.8,2845.83,2846.47,2847.13,2848.17,2848.4,2848.9,2862.4,2862.57,2864.63,2866.83,"	-1
1036 CTE	0	1	MasterImage	"-1,24,-1,"	"2878.07,2887.4,2888.07,2894.07,2899.03,2906.83,2907.17,2908.63,2908.93,2917,2917.17,2917.6,2918.93,2919.33,2920.1,2921.13,2921.6,2922.67,2923.2,2923.97,2924.3,2927.33,2930.33,2940.17,"	-1
1036 CTE	0	2	incorrect	"-1,3,-1,"	"2879.77,2898,2928.73,"	-1
1036 CTE	0	3	incorrect	"-1,10,-1,"	"2889.63,2896.77,2897.57,2910.07,2916.47,2918.73,2920.77,2921.83,2924.47,2925.37,"	-1
1036 CTE	2	4	correct	"-1,20,-1,"	"2890.37,2896.97,2914.57,2914.9,2924.67,2925.9,2926.27,2926.97,2929.67,2929.83,2933.27,2937.03,2937.23,2937.93,2939.7,2941.97,2942.23,2943.63,2945.43,2949.3,"	-1
1036 CTE	0	5	incorrect	"-1,9,-1,"	"2870.73,2898.43,2900.03,2900.27,2904.33,2907.57,2915.47,2915.67,2927.97,"	-1
1036 CTE	0	6	incorrect	"-1,6,-1,"	"2874.2,2893.37,2895.2,2915.2,2916.07,2951.07,"	-1
1036 CTE	1	7	incorrect	"-1,10,-1,"	"2875.9,2876.27,2892.7,2892.87,2896.17,2938.87,2941.17,2942.7,2943.1,2943.87,"	2.3
1036 CTE	0	1	MasterImage	"16,-1,-1,13,27,-1,12,-1,"	"2990.13,2990.3,2993.7,2993.97,2994.5,2994.9,2997.73,3000.23,3002.93,3005.43,3005.6,3009.27,3012.33,3017.63,3021.93,3022.2,3039.7,3039.93,3040.3,3041.03,3041.47,3042.73,3043.17,3043.47,3047.07,3055.43,3069.17,3079.63,3087.8,3139.53,3142.33,3142.67,3146.2,3146.57,3164.73,3164.9,3165.1,3170.43,3171.83,3174.6,3175.03,3175.7,3176.1,3178.77,3179,3184.47,3198.07,3206,3208.5,3208.67,3216.17,3217.93,3218.43,3219.8,3220.23,3220.93,3238.13,3245.3,3248.07,3250.3,3251.53,3253.47,3257.17,3259.27,3271.33,3274.47,3275.2,3275.87,"	-1
1036 CTE	4	2	correct	"1,-1,-1,4,10,-1,17,-1,"	"3027.1,3067.33,3071.7,3081.57,3082.03,3130.73,3159.07,3185.7,3186,3197.6,3200,3200.17,3205.27,3205.5,3207.67,3232.33,3244.67,3244.97,3246.33,3248.6,3252.13,3256.27,3258.23,3258.5,3268.6,3270.57,3270.73,3272.37,3272.77,3276.73,3278.4,3278.6,"	-1
1036 CTE	3	3	incorrect	"13,-1,-1,12,24,-1,7,-1,"	"2978.97,2979.23,2983.37,2983.67,2985.1,2992.77,2996.47,3000.03,3002.73,3009.53,3011.73,3017.93,3027.93,3037.3,3037.57,3038.57,3044.57,3047.93,3048.53,3049.73,3052.2,3055.2,3072.3,3079.33,3099.33,3128.9,3133.47,3136.27,3147.97,3152.6,3158.33,3163.4,3165.73,3169.73,3170.03,3170.27,3173.93,3176.4,3176.77,3177.1,3182.07,3203.7,3204.77,3210.4,3214.3,3218.17,3218.7,3220.53,3223.2,3232.03,3233.03,3233.5,3235.8,3237.83,3242.57,3262.9,"	-1
1036 CTE	2	4	incorrect	"5,-1,-1,1,5,-1,5,-1,"	"2984.1,2984.9,2989.67,2998.77,3001.2,3075.2,3131.4,3136.83,3195.2,3211.1,3211.27,3238.73,3243.4,3263.13,3263.43,3263.67,"	-1
1036 CTE	0	5	incorrect	"6,-1,-1,5,4,-1,12,-1,"	"2986.73,2986.93,3025.77,3025.93,3026.1,3026.87,3066.37,3067.13,3068.97,3071.37,3073.87,3140.83,3153.93,3156.17,3223.77,3228.53,3231.27,3231.47,3239.93,3240.23,3259.7,3259.97,3265.07,3265.33,3268.13,3277.6,3278.17,"	-1
1036 CTE	1	6	incorrect	"19,-1,-1,12,13,-1,10,-1,"	"2956.47,2956.7,2957.17,2958.2,2987.57,3004.73,3008.17,3009.83,3010.23,3011.23,3018.37,3023.97,3024.27,3027.37,3028.13,3028.37,3028.67,3029.43,3030.1,3036.2,3036.37,3036.67,3037,3048.17,3049.93,3052.63,3058.1,3064.33,3064.57,3073.1,3097.6,3134.2,3135.47,3138.3,3141.07,3144.77,3148.17,3150.53,3151.8,3155.43,3156,3212.47,3212.93,3215.3,3228.97,3230.3,3230.6,3237.63,3242.07,3244.07,3261.4,3262.13,3264.3,3267.9,"	76.2333
1036 CTE	0	7	incorrect	"5,-1,-1,3,2,-1,4,-1,"	"2988.83,3002,3003.17,3007.13,3031.57,3076.5,3076.77,3114.63,3121.5,3137.17,3241.27,3241.53,3241.77,3266.07,"	-1
1036 CTE	0	1	MasterImage	"6,17,-1,19,-1,"	"3291.8,3292.2,3295.83,3298.87,3306.63,3306.8,3312.03,3312.33,3314,3326.83,3327.47,3329.87,3342,3346.57,3352.1,3360.23,3361.1,3364.73,3364.97,3365.17,3365.97,3367.3,3367.5,3376.93,3380.73,3381,3384.53,3386.8,3389.97,3391.73,3392,3397.03,3399.13,3402.3,3408.27,3408.43,3413.5,3418.1,3418.83,3420.87,3431.3,3432.87,"	-1
1036 CTE	1	2	incorrect	"6,13,-1,4,-1,"	"3291.2,3294.67,3305,3305.2,3305.73,3307.53,3311.8,3312.53,3313.03,3315.17,3315.93,3344.87,3347.03,3347.83,3349.5,3350.27,3350.57,3351.1,3351.6,3402.97,3404.97,3405.17,3406.87,"	23.1
1036 CTE	0	3	incorrect	"5,12,-1,31,-1,"	"3290.8,3294.1,3301.37,3301.93,3308.07,3319.6,3320.8,3321.8,3322.87,3325.8,3326.67,3329.4,3337.53,3339.83,3353.1,3359.67,3368.23,3376.33,3376.57,3378.83,3380.57,3383.2,3387.57,3389.03,3390.3,3393.13,3394.3,3395.43,3399.63,3400.17,3401.8,3416.6,3417.43,3418.4,3421.97,3423.23,3423.4,3423.6,3427.47,3428.57,3428.73,3430.7,3431.73,3434.03,3434.8,3439.7,3439.87,3440.13,"	-1
1036 CTE	0	4	incorrect	"2,2,-1,14,-1,"	"3303.03,3304.27,3324.5,3362.67,3379.2,3379.37,3383.97,3385.2,3385.4,3385.83,3408.67,3408.87,3410.47,3410.73,3414.17,3414.37,3424.37,3424.6,"	-1
1036 CTE	0	5	incorrect	"3,2,-1,5,-1,"	"3306.03,3309.33,3310.67,3343.83,3344.03,3407.03,3426.4,3426.93,3430.1,3430.3,"	-1
1036 CTE	3	6	correct	"2,7,-1,10,-1,"	"3290.5,3308.67,3328.43,3329.13,3336.43,3336.83,3341.67,3353.67,3354.37,3388.23,3388.6,3400.6,3416.9,3422.6,3425.4,3425.83,3435.07,3439.1,3440.8,"	-1
1036 CTE	2	7	incorrect	"-1,12,-1,7,-1,"	"3355.7,3356.5,3357.07,3361.73,3361.93,3362.27,3363.17,3363.8,3366.43,3368.63,3368.93,3369.37,3380.07,3409.23,3414.9,3415.53,3415.7,3424.9,3442.9,"	-1
